#TYPE System.Security.AccessControl.FileSystemAccessRule
".\Application Data","FileSystemRights","AccessControlType","IdentityReference","IsInherited","InheritanceFlags","PropagationFlags"
"I:\Usuarios\f.ripoll","FullControl","Allow","NT AUTHORITY\SYSTEM","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\f.ripoll","FullControl","Allow","BUILTIN\Administrators","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\f.ripoll","FullControl","Allow","DOMINIO\v.avanade","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\f.torello","FullControl","Allow","DOMINIO\Admins. del dominio","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\f.torello","ReadAndExecute, Synchronize","Allow","DOMINIO\Administradores de esquema","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\f.torello","FullControl","Allow","NT AUTHORITY\SYSTEM","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\f.torello","FullControl","Allow","BUILTIN\Administrators","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\f.torello","FullControl","Allow","DOMINIO\v.avanade","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\f.vila","FullControl","Allow","DOMINIO\Admins. del dominio","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\f.vila","ReadAndExecute, Synchronize","Allow","DOMINIO\Administradores de esquema","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\f.vila","FullControl","Allow","NT AUTHORITY\SYSTEM","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\f.vila","FullControl","Allow","BUILTIN\Administrators","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\f.vila","FullControl","Allow","DOMINIO\v.avanade","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\fa.baygual","FullControl","Allow","DOMINIO\Admins. del dominio","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\fa.baygual","ReadAndExecute, Synchronize","Allow","DOMINIO\Administradores de esquema","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\fa.baygual","FullControl","Allow","NT AUTHORITY\SYSTEM","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\fa.baygual","FullControl","Allow","BUILTIN\Administrators","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\fa.baygual","FullControl","Allow","DOMINIO\v.avanade","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\fede.s","FullControl","Allow","DOMINIO\Admins. del dominio","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\fede.s","ReadAndExecute, Synchronize","Allow","DOMINIO\Administradores de esquema","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\fede.s","FullControl","Allow","NT AUTHORITY\SYSTEM","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\fede.s","FullControl","Allow","BUILTIN\Administrators","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\fede.s","FullControl","Allow","DOMINIO\v.avanade","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\g.baena","FullControl","Allow","DOMINIO\Admins. del dominio","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\g.baena","ReadAndExecute, Synchronize","Allow","DOMINIO\Administradores de esquema","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\g.baena","FullControl","Allow","NT AUTHORITY\SYSTEM","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\g.baena","FullControl","Allow","BUILTIN\Administrators","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\g.baena","FullControl","Allow","DOMINIO\v.avanade","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\g.canals","FullControl","Allow","DOMINIO\Admins. del dominio","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\g.canals","ReadAndExecute, Synchronize","Allow","DOMINIO\Administradores de esquema","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\g.canals","FullControl","Allow","NT AUTHORITY\SYSTEM","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\g.canals","FullControl","Allow","BUILTIN\Administrators","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\g.canals","FullControl","Allow","DOMINIO\v.avanade","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\g.casado","FullControl","Allow","DOMINIO\Admins. del dominio","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\g.casado","ReadAndExecute, Synchronize","Allow","DOMINIO\Administradores de esquema","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\g.casado","FullControl","Allow","NT AUTHORITY\SYSTEM","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\g.casado","FullControl","Allow","BUILTIN\Administrators","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\g.casado","FullControl","Allow","DOMINIO\v.avanade","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\g.delavilla","FullControl","Allow","DOMINIO\Admins. del dominio","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\g.delavilla","ReadAndExecute, Synchronize","Allow","DOMINIO\Administradores de esquema","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\g.delavilla","FullControl","Allow","NT AUTHORITY\SYSTEM","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\g.delavilla","FullControl","Allow","BUILTIN\Administrators","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\g.delavilla","FullControl","Allow","DOMINIO\v.avanade","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\g.ferrer","FullControl","Allow","DOMINIO\Admins. del dominio","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\g.ferrer","ReadAndExecute, Synchronize","Allow","DOMINIO\Administradores de esquema","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\g.ferrer","FullControl","Allow","NT AUTHORITY\SYSTEM","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\g.ferrer","FullControl","Allow","BUILTIN\Administrators","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\g.ferrer","FullControl","Allow","DOMINIO\v.avanade","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\g.garcia","FullControl","Allow","DOMINIO\Admins. del dominio","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\g.garcia","ReadAndExecute, Synchronize","Allow","DOMINIO\Administradores de esquema","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\g.garcia","FullControl","Allow","NT AUTHORITY\SYSTEM","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\g.garcia","FullControl","Allow","BUILTIN\Administrators","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\g.garcia","FullControl","Allow","DOMINIO\v.avanade","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\g.grau","FullControl","Allow","DOMINIO\Admins. del dominio","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\g.grau","ReadAndExecute, Synchronize","Allow","DOMINIO\Administradores de esquema","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\g.grau","FullControl","Allow","NT AUTHORITY\SYSTEM","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\g.grau","FullControl","Allow","BUILTIN\Administrators","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\g.grau","FullControl","Allow","DOMINIO\v.avanade","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\g.llacer","FullControl","Allow","DOMINIO\Admins. del dominio","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\g.llacer","ReadAndExecute, Synchronize","Allow","DOMINIO\Administradores de esquema","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\g.llacer","FullControl","Allow","NT AUTHORITY\SYSTEM","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\g.llacer","FullControl","Allow","BUILTIN\Administrators","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\g.llacer","FullControl","Allow","DOMINIO\v.avanade","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\g.lopez","FullControl","Allow","DOMINIO\Admins. del dominio","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\g.lopez","ReadAndExecute, Synchronize","Allow","DOMINIO\Administradores de esquema","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\g.lopez","FullControl","Allow","NT AUTHORITY\SYSTEM","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\g.lopez","FullControl","Allow","BUILTIN\Administrators","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\g.lopez","FullControl","Allow","DOMINIO\v.avanade","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\g.mancisidor","FullControl","Allow","DOMINIO\Admins. del dominio","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\g.mancisidor","ReadAndExecute, Synchronize","Allow","DOMINIO\Administradores de esquema","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\g.mancisidor","FullControl","Allow","NT AUTHORITY\SYSTEM","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\g.mancisidor","FullControl","Allow","BUILTIN\Administrators","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\g.mancisidor","FullControl","Allow","DOMINIO\v.avanade","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\g.marcosll","FullControl","Allow","DOMINIO\Admins. del dominio","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\g.marcosll","ReadAndExecute, Synchronize","Allow","DOMINIO\Administradores de esquema","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\g.marcosll","FullControl","Allow","NT AUTHORITY\SYSTEM","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\g.marcosll","FullControl","Allow","BUILTIN\Administrators","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\g.marcosll","FullControl","Allow","DOMINIO\v.avanade","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\g.martinez","FullControl","Allow","DOMINIO\Admins. del dominio","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\g.martinez","ReadAndExecute, Synchronize","Allow","DOMINIO\Administradores de esquema","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\g.martinez","FullControl","Allow","NT AUTHORITY\SYSTEM","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\g.martinez","FullControl","Allow","BUILTIN\Administrators","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\g.martinez","FullControl","Allow","DOMINIO\v.avanade","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\g.massieu","FullControl","Allow","DOMINIO\Admins. del dominio","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\g.massieu","ReadAndExecute, Synchronize","Allow","DOMINIO\Administradores de esquema","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\g.massieu","FullControl","Allow","NT AUTHORITY\SYSTEM","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\g.massieu","FullControl","Allow","BUILTIN\Administrators","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\g.massieu","FullControl","Allow","DOMINIO\v.avanade","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\g.olmedillas","FullControl","Allow","DOMINIO\Admins. del dominio","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\g.olmedillas","ReadAndExecute, Synchronize","Allow","DOMINIO\Administradores de esquema","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\g.olmedillas","FullControl","Allow","NT AUTHORITY\SYSTEM","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\g.olmedillas","FullControl","Allow","BUILTIN\Administrators","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\g.olmedillas","FullControl","Allow","DOMINIO\v.avanade","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\g.prieto","FullControl","Allow","DOMINIO\Admins. del dominio","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\g.prieto","ReadAndExecute, Synchronize","Allow","DOMINIO\Administradores de esquema","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\g.prieto","FullControl","Allow","NT AUTHORITY\SYSTEM","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\g.prieto","FullControl","Allow","BUILTIN\Administrators","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\g.prieto","FullControl","Allow","DOMINIO\v.avanade","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\g.romero","FullControl","Allow","DOMINIO\Admins. del dominio","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\g.romero","ReadAndExecute, Synchronize","Allow","DOMINIO\Administradores de esquema","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\g.romero","FullControl","Allow","NT AUTHORITY\SYSTEM","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\g.romero","FullControl","Allow","BUILTIN\Administrators","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\g.romero","FullControl","Allow","DOMINIO\v.avanade","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\g.serrano","FullControl","Allow","DOMINIO\Admins. del dominio","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\g.serrano","ReadAndExecute, Synchronize","Allow","DOMINIO\Administradores de esquema","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\g.serrano","FullControl","Allow","NT AUTHORITY\SYSTEM","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\g.serrano","FullControl","Allow","BUILTIN\Administrators","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\g.serrano","FullControl","Allow","DOMINIO\v.avanade","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\g.zamperoni","FullControl","Allow","DOMINIO\Admins. del dominio","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\g.zamperoni","ReadAndExecute, Synchronize","Allow","DOMINIO\Administradores de esquema","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\g.zamperoni","FullControl","Allow","NT AUTHORITY\SYSTEM","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\g.zamperoni","FullControl","Allow","BUILTIN\Administrators","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\g.zamperoni","FullControl","Allow","DOMINIO\v.avanade","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\h.rodriguez","FullControl","Allow","DOMINIO\Admins. del dominio","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\h.rodriguez","ReadAndExecute, Synchronize","Allow","DOMINIO\Administradores de esquema","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\h.rodriguez","FullControl","Allow","NT AUTHORITY\SYSTEM","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\h.rodriguez","FullControl","Allow","BUILTIN\Administrators","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\h.rodriguez","FullControl","Allow","DOMINIO\v.avanade","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\i.antonell","FullControl","Allow","DOMINIO\Admins. del dominio","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\i.antonell","ReadAndExecute, Synchronize","Allow","DOMINIO\Administradores de esquema","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\i.antonell","FullControl","Allow","NT AUTHORITY\SYSTEM","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\i.antonell","FullControl","Allow","BUILTIN\Administrators","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\i.antonell","FullControl","Allow","DOMINIO\v.avanade","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\i.buenog","FullControl","Allow","DOMINIO\Admins. del dominio","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\i.buenog","ReadAndExecute, Synchronize","Allow","DOMINIO\Administradores de esquema","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\i.buenog","FullControl","Allow","NT AUTHORITY\SYSTEM","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\i.buenog","FullControl","Allow","BUILTIN\Administrators","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\i.buenog","FullControl","Allow","DOMINIO\v.avanade","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\i.campos","FullControl","Allow","DOMINIO\Admins. del dominio","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\i.campos","ReadAndExecute, Synchronize","Allow","DOMINIO\Administradores de esquema","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\i.campos","FullControl","Allow","NT AUTHORITY\SYSTEM","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\i.campos","FullControl","Allow","BUILTIN\Administrators","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\i.campos","FullControl","Allow","DOMINIO\v.avanade","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\i.cisneros","FullControl","Allow","DOMINIO\Admins. del dominio","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\i.cisneros","ReadAndExecute, Synchronize","Allow","DOMINIO\Administradores de esquema","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\i.cisneros","FullControl","Allow","NT AUTHORITY\SYSTEM","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\i.cisneros","FullControl","Allow","BUILTIN\Administrators","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\i.cisneros","FullControl","Allow","DOMINIO\v.avanade","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\i.gomez","FullControl","Allow","DOMINIO\Admins. del dominio","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\i.gomez","ReadAndExecute, Synchronize","Allow","DOMINIO\Administradores de esquema","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\i.gomez","FullControl","Allow","NT AUTHORITY\SYSTEM","True","ContainerInherit, ObjectInherit","None"
"I:\Usuarios\i.gomez","FullControl","Allow","BUILTIN\Administrators","True","ContainerInherit, ObjectInherit","None"
